LASTNAME,FIRSTNAME,PLAYERID,DAVENPORTCODE,MLBCODE,RETROSHEETCODE
Shiver,Todd,89456,SHIVER00000000A,566966,
Houser,Chris,89457,HOUSER19650426A,442574,
Dunham,Chris,89458,DUNHAM19660121A,442569,
Owens,Mark,89459,OWENS19631017B,462174,
Ebarb,Wayne,89460,EBARB19700203A,471382,
Baron,Sean,89461,BARON19660301A,436262,
Hailey,Freddie,89463,HAILEY19641103B,451149,
McAnarney,James,89464,MCANARNEY19650310A,463177,
Grubb,Cary,89465,GRUBB19650920B,471344,
Thompson,Scott,89466,THOMPSON00000000F,565166,
Wall,Michael,89467,WALL19690622A,467967,
Anthony,Michael,89468,ANTHONY19670919A,467865,
Fella,Bradley,89470,FELLA19660328A,469908,
Loeb,Marc,89471,LOEB19691114A,454483,
Bettendorf,David,89472,BETTENDOR19650315B,445697,
Wright,Donald,89473,WRIGHT19660919A,467977,
Gilmore,Terry,89474,GILMORE19650111A,441684,
Shiflett,Matthew,89475,SHIFLETT19650804A,442955,
Huffman,Kris,89476,HUFFMAN19660214A,472687,
Meier,Kevin,89477,MEIER19660220A,461132,
Vella,Gregory,89478,VELLA19640909B,441965,
Cudjo,Lavell,89479,CUDJO19681128B,455492,
Rogers,Michael,89480,ROGERS19650105A,464536,
Coker,Larry,89481,COKER19641202A,468547,
Coffel,Robert,89482,COFFEL19680930A,449943,
McAnany,James,89483,MCANANY19650912A,463824,
Digiacomo,Kevin,89484,DIGIACOMO19690607A,437526,
Burrus,Daryl,89485,BURRUS19690111A,528598,
Freeman,Peter,89486,FREEMAN19660805A,469937,
Hasler,Curt,89488,HASLER19641229A,492931,
Todd,Theron,89489,TODD19661014B,495392,
Browning,William,89490,BROWNING19641120A,467211,
Dickerson,Darnell,89491,DICKERSON19680104A,449248,
Moran,Frank,89494,MORAN19640720A,463173,
Barranco,Vincent,89495,BARRANCO19650908A,467884,
McClintock,Ron,89496,MCCLINTOC19661012A,471406,
Chesney,Michael,89497,CHESNEY19650224A,469283,
Economy,Scott,89498,ECONOMY19660608A,462283,
Lung,Rodney,89499,LUNG19661110A,464496,
Zerb,Troy,89500,ZERB19690621A,468639,
Dickson,Kenneth,89501,DICKSON19640314A,470585,
Bargas,Robert,89502,BARGAS19680926A,441961,
Irvin,Kyle,89503,IRVIN19641230A,443342,
Wassenaar,Rob,89504,WASSENAAR19650428A,436982,
Wray,James,89505,WRAY19661126A,450986,
Reichardt,Kevin,89506,REICHARDT19641209A,464535,
Downs,Ronald,89507,DOWNS19650101A,470600,
Stroud,Derek,89508,STROUD19660611A,458392,
Merejo,Jesus,89509,MEREJO19670403A,463170,
Grove,Scott,89510,GROVE19680924A,462185,
Farmer,Kevin,89512,FARMER19650120B,442570,
Giannelli,Tom,89513,GIANNELLI19650423A,471314,
Russell,Daniel,89514,RUSSELL19660331A,465159,
Hathaway,Shawn,89515,HATHAWAY19641006A,458302,
Greenwood,Mike,89516,GREENWOOD19670401B,471337,
Sylvain,Pierre,89517,SYLVAIN00000000A,567995,
Scott,Jeffrey,89518,SCOTT19670727A,466573,
Schnurbusch,Chris,89519,SCHNURBUS19650531A,467229,
Trautwein,Dave,89520,TRAUTWEIN19660601A,452945,
Baca,Mark,89521,BACA00000000A,554936,
Mosley,Anthony,89522,MOSLEY19690602A,448468,
Peyton,Michael,89523,PEYTON19640928B,465196,
Burbank,Dennis,89524,BURBANK19690329A,443014,
Moore,Derek,89525,MOORE19650624A,463171,
Roberts,Brian,89526,ROBERTS19690816A,442530,
Allison,Jeffrey,89527,ALLISON19650109A,465846,
Hartline,Joseph,89528,HARTLINE19651217A,471370,
Kreuder,Daniel,89529,KREUDER19650913A,472716,
Bock,Douglas,89530,BOCK19660312B,467173,
Hosinski,Steven,89531,HOSINSKI19650202A,472054,
Cavalier,Kevin,89532,CAVALIER19650117A,469272,
Roebuck,Joseph,89533,ROEBUCK19681010B,447050,
Balfanz,John,89534,BALFANZ19650916A,461039,
Sommerkamp,Frank,89535,SOMMERKAM19670819A,466585,
Trahey,James,89536,TRAHEY19660911A,467274,
Rush,Edward,89537,RUSH19651213B,437451,
Lamle,Adam,89538,LAMLE19641021A,472070,
Hurda,Robert,89539,HURDA00000000A,560171,
Cook,Ronald,89540,COOK19680808A,457256,
Newman,Todd,89541,NEWMAN19640915A,463875,
Dickerson,Bobby,89542,DICKERSON19650904B,433638,dickb801
Disabato,Patrick,89543,DISABATO19660404A,470586,
Mutz,Frank,89544,MUTZ19650525A,463830,
Santiago,Richard,89545,SANTIAGO00000000D,566473,
Knepper,Jeff,89546,KNEPPER00000000A,561174,
Bangston,Pat,89547,BANGSTON19640920A,461033,
Bell,Leonard,89548,BELL19660121B,436277,
Duke,Richard,89549,DUKE19650208A,470608,
Wadsworth,Randal,89551,WADSWORTH19660205A,467965,
Pierce,Benjamin,89552,PIERCE19660309A,447025,
Brooks,Monte,89553,BROOKS19650622B,452790,
Hill,Roy,89554,HILL19630211A,472032,
Hinkle,Robert,89555,HINKLE19650317A,448352,
Harwell,David,89556,HARWELL19650818A,459556,
Ham,Mike,89557,HAM19650225B,456215,
Villanueva,Norman,89558,VILLANUEV00000000A,568171,
Helm,Michael,89559,HELM19710314A,450467,
Strong,Steven,89560,STRONG19650201B,442599,
Parrish,William,89561,PARRISH00000000A,564255,
Erickson,Steven,89562,ERICKSON19641113B,438059,
Cameron,Stan,89563,CAMERON00000000A,556415,
Mattia,Tony,89564,MATTIA19640807A,442948,
Pesavento,Patrick,89565,PESAVENTO19660528A,437778,
Patrick,Otis,89566,PATRICK00000000A,477214,
Raisanen,Richard,89567,RAISANEN19650518B,454401,
Tartarian,Dean,89568,TARTARIAN00000000A,564970,
Owens,Stephen,89569,OWENS19651123A,464499,
Cooper,Virgil,89570,COOPER00000000A,557038,
Sells,George,89571,SELLS19691227A,443807,
Garcia,Longobardo,89572,GARCIA19661016A,469952,
Mustari,Frank,89573,MUSTARI19641001A,463188,
Mallea,Luis,89574,MALLEA19650222A,470695,
Laduke,Nathan,89575,LADUKE19681008A,461504,
Landry,Howard,89576,LANDRY19670407A,444663,
Moore,Pat,89578,MOORE00000000B,563357,
Terrill,James,89579,TERRILL19660831A,461104,
Baucom,Larry,89580,BAUCOM19630911A,467890,
Kovarick,Paul,89581,KOVARICK19670930A,472713,
Boron,Randy,89582,BORON19651201A,467180,
Hilleshiem,Jeff,89583,HILLESHIE00000000A,559746,
Biggs,Orlando,89584,BIGGS19681003A,467165,
Weeks,Thomas,89585,WEEKS19650304B,467980,
Owens,Jayhawk,89586,OWENS00000000A,564107,
Gordon,Anthony,89587,GORDON19681208A,469870,
Deville,Daniel,89588,DEVILLE19670530A,435912,
Gardner,John,89589,GARDNER19651122A,444692,
Harris,Keith,89590,HARRIS19660606B,458267,
Tilmon,Pat,89591,TILMON19660504A,461141,
Pilkington,Marcus,89592,PILKINGTO19640911A,465197,
Emmert,Brian,89593,EMMERT19650414A,470632,
Shibata,Keith,89594,SHIBATA19641015A,466578,
Dockery,Michael,89595,DOCKERY19690101A,470589,
Ingram,John,89596,INGRAM19690404A,436806,
James,Keith,89598,JAMES19641029A,471395,
Butterfield,Chris,89599,BUTTERFIE19670827A,436486,
Logan,Greg,89600,LOGAN00000000A,561925,
Panizzi,David,89601,PANIZZI19650307A,471411,
Sajonia,Brian,89602,SAJONIA19651016A,466543,
Scott,Shawn,89603,SCOTT19690109A,452840,
Ganter,Bryan,89604,GANTER19650804A,469948,
Kessler,Gregory,89605,KESSLER19681117A,459530,
Rivera,Randy,89606,RIVERA00000000G,565920,
Corbitt,Cord,89607,CORBITT19691226A,437042,
Arrington,Warren,89608,ARRINGTON19650115A,467871,
Doyle,Shaun,89609,DOYLE19660811A,470603,
Reeser,Seth,89610,REESER19660116A,464539,
Jordan,Malcolm,89611,JORDAN19690311A,449261,
Piscetta,Dan,89612,PISCETTA00000000A,564638,
Finley,David,89614,FINLEY00000000A,558550,
Doss,Larry,89615,DOSS19641115A,470597,
Smothers,Kevin,89616,SMOTHERS00000000A,567405,
Gargin,Sean,89617,GARGIN19650829A,444695,
Myres,Douglas,89618,MYRES19640909A,470693,
Dattola,Kevin,89619,DATTOLA19671123A,499655,
Fritz,John,89620,FRITZ19690306A,450958,
McCollum,Gregory,89621,MCCOLLUM19650605A,463178,
Rohn,Andrew,89622,ROHN19650819A,465158,
Cayson,Tony,89623,CAYSON19690815B,469273,
Befort,Lyle,89624,BEFORT19650221A,467897,
Reed,Sean,89625,REED19670516A,454255,
Thomas,Dwight,89626,THOMAS19681031A,467270,
Randazza,Gregory,89627,RANDAZZA19691031A,449928,
Sipple,John,89628,SIPPLE19650720A,455471,
Boyer,Kelly,89630,BOYER00000000A,555823,
Hendricks,Steve,89631,HENDRICKS00000000B,559547,
Kuhn,Christopher,89632,KUHN19660402B,462248,
Mitchell,Alfred,89634,MITCHELL00000000A,563225,
Somerville,Robert,89635,SOMERVILL19680807A,465893,
Richey,Rodney,89636,RICHEY19651020A,438431,
LaRosa,John,89637,LAROSA19660825A,473411,
Kirk,Scott,89639,KIRK00000000A,561098,
Meade,Paul,89640,MEADE19690214A,436460,
Martin,Jon,89641,MARTIN19690202A,450948,
Berry,Perry,89642,BERRY19690411B,442410,
Cisarik,Brian,89643,CISARIK19650612B,438096,
Dallmann,Glen,89644,DALLMANN00000000A,557362,
Sullivan,Glenn,89645,SULLIVAN19650513B,458398,
Melton,Terry,89646,MELTON00000000A,562964,
Hoeme,Steven,89647,HOEME19671102A,449506,
Estrada,Jay,89648,ESTRADA19660811A,457290,
Stewart,Odel,89649,STEWART19690623A,458764,
Horsley,Clinton,89650,HORSLEY19650207A,472053,
Lienhard,Steve,89652,LIENHARD19640903A,444712,
Roberts,Steven,89653,ROBERTS19640502A,442586,
Stout,Michael,89654,STOUT19641122A,466594,
Morton,John,89655,MORTON00000000B,563459,
Bates,Steven,89656,BATES19641004A,467888,
Fox,Jay,89657,FOX19650515A,469934,
Bible,Michael,89658,BIBLE19680924A,445700,
Ryans,Dennis,89659,RYANS19681219A,464531,
Abshier,Lanny,89660,ABSHIER19660304A,443635,
Redmond,Don,89661,REDMOND00000000A,565651,
Latham,John,89662,LATHAM19671115A,444672,
Watts,Walter,89663,WATTS19690329A,468622,
Carpenter,Danny,89664,CARPENTER19650928A,469255,
Silva,Mario,89665,SILVA19690131A,465889,
Harper,Gregory,89666,HARPER19670301B,457174,
Ahr,Jeffrey,89667,AHR19660519A,465839,
Melisauskas,Todd,89668,MELISAUSK19650505A,470696,
Berrios,Juan,89669,BERRIOS19650721A,467911,
Perez,Harry,89670,PEREZ00000000P,564414,
Campa,Eric,89671,CAMPA19690603A,440488,
Overeem,Steve,89672,OVEREEM19650409A,464497,
Knowles,Greg,89673,KNOWLES19690109A,471241,
Storms,Steven,89676,STORMS19680505A,466593,
Schultz,Todd,89677,SCHULTZ19640501A,467231,
Degennaro,Jon,89678,DEGENNARO00000000A,557587,
Methner,Eric,89679,METHNER19690509A,451280,
Echoles,James,89680,ECHOLES19680916A,470618,
Cross,Jesse,89682,CROSS19680115A,471996,
Barrett,Keith,89683,BARRETT19660502A,471373,
Spriggs,George,89684,SPRIGGS19670101A,466566,
Bullock,Matt,89685,BULLOCK00000000A,556211,
Boswell,Michael,89686,BOSWELL19670226A,467181,
Davis,Derek,89687,DAVIS00000000B,557472,
Esquer,David,89689,ESQUER19650413B,458388,
Kosnik,Jim,89691,KOSNIK00000000A,561295,
Neverr,William,89692,NEVERR00000000A,563727,
Hanker,Frederick,89693,HANKER19650412A,471362,
Louden,Douglas,89695,LOUDEN19690109A,449927,
Hitt,Daniel,89696,HITT19671127A,449494,
Ferrell,David,89697,FERRELL19681121A,458773,
Aldrete,Richard,89698,ALDRETE19650101B,451152,
Silverstein,Allan,89699,SILVERSTE19650721A,454354,
Thomas,Royal,89700,THOMAS19690903A,461139,
Tanderys,Jeff,89701,TANDERYS19690517A,436429,
Ralph,Curtis,89702,RALPH19680806A,452793,
Scott,Craig,89703,SCOTT19690420A,465882,
McDonald,Andrew,89704,MCDONALD19700518A,463762,
Creed,Clint,89705,CREED19681031A,439604,
Schmitt,Gary,89706,SCHMITT19660621A,466595,
Scanlon,Steven,89707,SCANLON19640914A,442595,
Eastley,Mike,89708,EASTLEY00000000A,558076,
Murdock,Kevin,89709,MURDOCK19650104A,463174,
McNees,Kevin,89710,MCNEES19650315A,442583,
Argo,Billy,89711,ARGO19641210A,467867,
Thornburg,Jason,89712,THORNBURG00000000A,565184,
Parry,Robert,89713,PARRY19640921B,436281,
Posey,Gary,89714,POSEY19690413B,438288,
Kinder,Jeffrey,89715,KINDER19690706A,472045,
Halama,Scott,89716,HALAMA00000000A,559067,
Shepherd,Michael,89717,SHEPHERD19650625A,467232,
Koller,Michael,89719,KOLLER19681029A,456311,
Manahan,Anthony,89720,MANAHAN19681216A,442433,
Roche,Titi,89721,ROCHE00000000A,566050,
James,Todd,89722,JAMES19680523A,455423,
Mitton,Justin,89723,MITTON19680212A,458766,
Williams,Jody,89724,WILLIAMS19650329A,471428,
Freeman,Richard,89725,FREEMAN19680317A,469938,
Warren,Randy,89726,WARREN19650807A,467969,
Mitchell,John,89727,MITCHELL19650601B,463184,
Wallman,Scott,89728,WALLMAN00000000A,568322,
Harding,Christopher,89729,HARDING19690430A,458777,
Olmstead,Eldridge,89730,OLMSTEAD00000000A,563979,
McGinnis,John,89731,MCGINNIS00000000A,562728,
Henderson,James,89732,HENDERSON19690720A,461473,
McBride,Ivan,89733,MCBRIDE00000000A,562594,
Malseed,James,89734,MALSEED19650609B,463158,
Conliffe,Anthony,89735,CONLIFFE19650811A,468553,
Keen,Rick,89736,KEEN19650615A,472031,
McDonald,Shelby,89737,MCDONALD19661121A,447037,
Ochs,Tony,89738,OCHS19670801B,438766,
Sorokowski,David,89739,SOROKOWSK19690922A,449929,
Lumsdon,Andrew,89740,LUMSDON19681031A,449940,
Schanz,Scott,89741,SCHANZ19690402A,440623,
Pitcher,Scott,89742,PITCHER19680329A,450880,
Jackson,Troy,89743,JACKSON00000000A,560325,
Lancaster,Daryl,89744,LANCASTER19681002A,449942,
Brucato,Robert,89745,BRUCATO19670512A,452865,
Colontino,Paul,89746,COLONTINO19690815A,471378,
Wright,Brian,89747,WRIGHT19690219A,471429,
Knecht,Robert,89748,KNECHT19641230B,447113,
Spires,Tony,89749,SPIRES19680523B,438256,
Adams,Antonio,89750,ADAMS00000000C,554482,
Kennard,Greg,89751,KENNARD00000000A,560941,
Espitia,Shane,89752,ESPITIA00000000A,558284,
Russo,Anthony,89753,RUSSO19641222A,444787,
Roberts,Brent,89754,ROBERTS19651008A,464541,
Summers,Joe,89755,SUMMERS19681225A,458763,
Virden,Preston,89756,VIRDEN19681010A,469993,
Viggiano,Matthew,89758,VIGGIANO19681113A,471425,
Johnson,John,89759,JOHNSON00000000J,560523,
Ingram,Todd,89760,INGRAM19680401A,454522,
Richmond,Ryan,89761,RICHMOND19690124A,455408,
Gay,Paul,89762,GAY00000000A,569686,
Hisey,Steven,89763,HISEY19650504A,472040,
Holmes,Timothy,89764,HOLMES19641029A,472047,
Stewart,John,89765,STEWART00000000A,567740,
Lantrip,Joe,89766,LANTRIP19680918A,443129,
Kroeger,J.T.,89767,KROEGER19650625A,454400,
Knight,Godfrey,89768,KNIGHT00000000A,561181,
Howard,Matt,89769,HOWARD00000000A,560022,
Currie,Brian,89770,CURRIE19660826A,454349,
Weiss,Scott,89771,WEISS19690506A,435751,
French,Jon,89772,FRENCH19690906A,449965,
Grubbs,Bartley,89773,GRUBBS19681001A,449252,
Pierson,Larry,89774,PIERSON19650210A,449541,
Samuel,Clyde,89775,SAMUEL00000000A,566430,
Meyers,Jimmy,89776,MEYERS00000000A,563047,
Tyson,Allen,89777,TYSON19690219A,441512,
Tomasino,Vittorio,89778,TOMASINO19641218A,467278,
Postema,Andrew,89779,POSTEMA19660909A,450917,
Earl,Barry,89780,EARL00000000A,558071,
Guzik,Robbie,89782,GUZIK00000000A,559019,
Hooper,Jeffrey,89784,HOOPER19641215B,450876,
Zauner,David,89785,ZAUNER00000000A,569299,
Morabito,John,89786,MORABITO19660914A,442584,
Ward,Randall,89787,WARD19640929A,468613,
Robinson,Reggie,89788,ROBINSON00000000D,566029,
Hardwick,Darryl,89789,HARDWICK19691006A,457166,
Wilkinson,Robert,89790,WILKINSON00000000A,568794,
Jefferson,Ronald,89791,JEFFERSON19680825A,472714,
Court,Brad,89792,COURT19690807A,449196,
Klinefelter,David,89793,KLINEFELT19670808A,452880,
Gralewski,Bob,89794,GRALEWSKI00000000A,558766,
Hebets,Brad,89795,HEBETS19651123A,472006,
Frias,Joseph,89796,FRIAS19690915A,437043,
Austin,Samuel,89797,AUSTIN19690522A,458780,
Sealer,Joel,89798,SEALER00000000A,566747,
Turtletaub,Gregory,89799,TURTLETAU19670522B,471422,
Barnwell,Richard,89801,BARNWELL19680301A,436261,
Marten,Thomas,89802,MARTEN19650829A,463163,
Gennings,Brian,89803,GENNINGS19680906A,456239,
Wyatt,Darrell,89804,WYATT00000000A,569184,
Godin,Steve,89805,GODIN19690522B,436969,
Herman,Jeffrey,89806,HERMAN19670930A,471391,
Sholl,Derek,89807,SHOLL19671211B,466581,
Renard,Steven,89809,RENARD19690125A,449948,
Bell,Wayne,89810,BELL19681127A,467901,
Etzweiller,Daniel,89812,ETZWEILLE19650929A,470643,
Beam,Keith,89813,BEAM00000000A,555273,
Kopczynski,Todd,89814,KOPCZYNSK19640327A,442576,
Haeger,Gregory,89815,HAEGER19690405A,436777,
Brill,Todd,89816,BRILL19670926A,467190,
Joiner,David,89817,JOINER19650930A,442578,
Vollmer,Randy,89818,VOLLMER19680717A,449362,
Persichni,Mike,89819,PERSICHNI00000000A,564463,
Cook,Toi,89820,COOK00000000B,557013,
Buell,Jeff,89821,BUELL19651109A,471374,
Shebek,Mike,89822,SHEBEK00000000A,566892,
Rezny,Larry,89823,REZNY00000000A,565788,
Baum,Jeffrey,89824,BAUM19660224A,467891,
LeBlond,Peter,89825,LEBLOND00000000A,561659,
Bobala,Michael,89826,BOBALA00000000A,555627,
Ramirez,William,89827,RAMIREZ19690702A,449947,
Kocman,Chris,89828,KOCMAN19630527A,472701,
Berriatua,Steve,89829,BERRIATUA19651009A,467910,
Mileski,Thomas,89830,MILESKI19680215A,473405,
Bobo,Elgin,89831,BOBO19691112A,441701,
Ferm,Edward,89832,FERM19680916A,455509,
Windes,Rodney,89833,WINDES19660721A,449640,
Stoerck,Scott,89834,STOERCK19660917A,457286,
Moore,William,89835,MOORE19650314A,463186,
Guetter,Charles,89836,GUETTER00000000A,558974,
Whitson,Anthony,89837,WHITSON19691217A,468616,
Doyle,Phillip,89838,DOYLE19690320A,461489,
Cloninger,Gregory,89839,CLONINGER19650723A,458417,
Beall,Michael,89840,BEALL19660611B,462168,
Haugh,Brendan,89841,HAUGH19670527A,471999,
Walker,Roosevelt,89842,WALKER19690501A,467979,
Tosar,Mike,89843,TOSAR19690625A,503354,
Perno,Donn,89845,PERNO19640829A,465199,
Mills,Rodney,89846,MILLS00000000A,563180,
Wells,Timothy,89847,WELLS19670705A,438280,
Maize,Brian,89848,MAIZE19690128A,458769,
Fagnano,Philip,89849,FAGNANO19660219A,469904,
Webb,Damon,89850,WEBB19680830A,449945,
Bumgarner,Kevin,89851,BUMGARNER00000000A,556215,
Hartzog,Aaron,89852,HARTZOG19691111A,458291,
Bartlett,Brent,89853,BARTLETT00000000A,555180,
Bieksha,Steven,89854,BIEKSHA19660419A,467918,
Garrett,Chris,89856,GARRETT00000000A,569637,
Smith,Tracy,89857,SMITH19660214B,455506,
Smith,Lawrence,89858,SMITH00000000K,567314,
Bohlke,William,89859,BOHLKE19640930B,467174,
Seaton,Timothy,89860,SEATON19681207A,449251,
Lutterman,Jerry,89861,LUTTERMAN19690524A,458778,
Ray,Don,89862,RAY00000000A,565606,
Seda,Mike,89863,SEDA00000000A,566759,
Durkin,Martin,89864,DURKIN19671105B,436567,
Johnston,Ryan,89865,JOHNSTON19650907A,472737,
Wandler,Mike,89866,WANDLER19661001A,468618,
Bensching,Bruce,89867,BENSCHING19680531A,437004,
McCarty,Scott,89868,MCCARTY19690823A,439011,
Trevino,Antonio,89870,TREVINO19650605B,462272,
Nielsen,Kevin,89872,NIELSEN19680803A,443104,
Neibel,Todd,89873,NEIBEL00000000A,563682,
Norman,Robert,89874,NORMAN19690728A,449250,
Shore,Jeffrey,89876,SHORE19660602A,442594,
Hattabaugh,Matthew,89877,HATTABAUG19690407A,454510,
Goodson,James,89878,GOODSON19690406A,440955,
Dodig,Jeffrey,89879,DODIG19651208A,470591,
Crowley,Jim,89880,CROWLEY19691016A,436448,
Byrnes,Timothy,89882,BYRNES19660108A,469238,
Faulk,James,89883,FAULK19680601B,448582,
Chacon,Troy,89884,CHACON00000000B,556695,
Buffolino,Rocco,89885,BUFFOLINO19651112A,467220,
Rodgers,Pat,89886,RODGERS00000000A,566067,
Ross,Gary,89887,ROSS19690725A,437440,
Enos,Eric,89888,ENOS19641230B,470635,
Woods,Terre,89889,WOODS19681118A,440476,
Madsen,Dustin,89890,MADSEN19691022A,449966,
Wiese,Marc,89891,WIESE19690728A,468609,
Trollope,Troy,89892,TROLLOPE00000000A,565364,
Roskom,Bryan,89893,ROSKOM19681218B,448420,
Crawford,Eric,89894,CRAWFORD00000000A,557203,
Niekro,John,89895,NIEKRO19690726A,449951,
Martz,Dan,89896,MARTZ00000000A,562455,
Bergquist,Patrick,89897,BERGQUIST19651113A,467909,
Williams,Arnold,89898,WILLIAMS19680909A,451456,
Gresham,Kreg,89899,GRESHAM19690223A,449924,
Geiger,Gary,89900,GEIGER19640618A,442571,
Embry,Richard,89901,EMBRY19680928A,459604,
Whitaker,Brian,89902,WHITAKER19650828A,468608,
Hankinson,Peter,89905,HANKINSON19671124A,458765,
Hill,Shane,89906,HILL19711115A,461932,
Torres,Jessie,89907,TORRES19690419B,462251,
Kinard,Roger,89909,KINARD00000000A,561036,
Santos,Jerry,89910,SANTOS19690709A,436440,
Ricks,Timothy,89911,RICKS19690315A,458762,
Flowers,Ethon,89912,FLOWERS00000000A,558639,
Wilson,Robert,89913,WILSON00000000B,568966,
Atkinson,David,89914,ATKINSON00000000A,554870,
Faile,Mark,89915,FAILE19690601A,449944,
Bean,Kenneth,89916,BEAN19680816A,462171,
Stone,Eric,89917,STONE19670729A,438479,
Pick,Todd,89918,PICK19680612A,451303,
Minix,Michael,89919,MINIX19690401A,449934,
Brouelette,Jeff,89920,BROUELETT00000000A,556012,
McCray,Charles,89921,MCCRAY19680122A,442182,
Pappas,John,89922,PAPPAS00000000A,564195,
Hildreth,George,89923,HILDRETH19660713A,472027,
Gettler,Christopher,89924,GETTLER19650701A,471312,
Hupke,Douglas,89925,HUPKE19650929A,472688,
Magallanes,Bobby,89926,MAGALLANE19690818A,492505,
Peck,Steve,89927,PECK19671120A,527254,
Southland,Kip,89928,SOUTHLAND19650816A,442598,
Bevis,Robert,89929,BEVIS19641005A,467917,
Lynch,Charlton,89930,LYNCH00000000A,562103,
DeGroote,Jason,89931,DEGROOTE00000000A,557590,
Gistlinck,Gregory,89932,GISTLINCK19691128A,469326,
Blackwell,Joe,89933,BLACKWELL19690825A,467167,
White,Darrin,89934,WHITE19681212B,454504,
Borris,Steve,89935,BORRIS00000000A,555745,
Opdyke,Paul,89936,OPDYKE19681218A,464501,
Imbasciani,Marc,89937,IMBASCIAN00000000A,560216,
Cruse,Jeffrey,89938,CRUSE19640904A,455499,
Horine,David,89939,HORINE00000000A,559943,
Dampier,Robert,89940,DAMPIER00000000A,557374,
Burton,Michael,89941,BURTON19660929B,442965,
Lucid,Bill,89942,LUCID19690425A,449946,
Donovan,Daniel,89943,DONOVAN19680807A,458776,
Ayers,Richard,89944,AYERS19690811A,442796,
Lesina,Shaun,89945,LESINA00000000A,561765,
Buchanan,Shawn,89946,BUCHANAN19700202A,440651,
Brenner,Michael,89947,BRENNER19661026A,472064,
Karklins,Gregory,89948,KARKLINS19650325A,472023,
Grant,Chris,89949,GRANT00000000A,594496,
Bates,David,89950,BATES19680824A,467889,
Wade,Floyd,89951,WADE19650813B,468617,
Williams,Russell,89952,WILLIAMS00000000E,568880,
Weik,Kevin,89953,WEIK19690506A,449939,
Bicknell,Greg,89954,BICKNELL19690610A,437754,
Elliott,James,89955,ELLIOTT19690907A,443777,
Roman,Daniel,89956,ROMAN19650616B,451916,
Spoolstra,Scott,89957,SPOOLSTRA19661219B,466586,
Thomas,Corey,89958,THOMAS00000000B,565084,
Bryan,Alfonso,89959,BRYAN00000000A,556133,
Ziegler,Greg,89960,ZIEGLER19670824A,468637,
Bustillos,Albert,89961,BUSTILLOS19680408A,456300,
Headley,Kent,89962,HEADLEY19640621B,472005,
Brown,Hermie,89963,BROWN00000000E,556041,
Albillar,Steve,89964,ALBILLAR00000000A,554567,
Nowak,Richard,89965,NOWAK19660530A,458263,
Reisdorf,Richard,89966,REISDORF19681111A,449933,
Lundin,Matt,89967,LUNDIN00000000A,562085,
Breidenbach,Tom,89968,BREIDENBA00000000A,555914,
Segui,Daniel,89969,SEGUI19670822B,466582,
Silvernail,David,89970,SILVERNAI19690331A,458779,
Gill,Steven,89971,GILL19681117A,443774,
Lucchino,David,89972,LUCCHINO19690216A,449950,
Tyson,Damone,89973,TYSON19691126A,456337,
Bailey,Clash,89974,BAILEY00000000A,594653,
Abare,William,89976,ABARE19690202B,456182,
Mercier,Todd,89977,MERCIER00000000A,562992,
Carr,Ernest,89978,CARR19661204B,448460,
Mentzer,Troy,89979,MENTZER19680324A,469972,
Cervantes,Manny,89980,CERVANTES19690212A,445896,
Mays,Keith,89981,MAYS19690311A,473384,
Gogo,Paul,89982,GOGO00000000A,569905,
Pleasant,Kevin,89983,PLEASANT00000000A,564664,
Arrington,Troy,89984,ARRINGTON00000000A,554842,
Small,Robert,89985,SMALL19671129A,441508,
Kirk,James,89986,KIRK19681029A,449949,
Smith,Corey,89987,SMITH19690130A,467237,
Borgese,Jeffery,89989,BORGESE19670906A,436945,
Burton,John,89990,BURTON19690909A,458784,
Castner,Rodger,89991,CASTNER19660421A,442565,
Muldrew,Vince,89993,MULDREW00000000A,563514,
Baker,Mario,89994,BAKER00000000D,555005,
Romero,Brian,89996,ROMERO19681103A,455583,
Britt,Robert,89997,BRITT19640817A,467194,
Brown,Kenneth,89998,BROWN19640412A,467207,
Cornelius,Mike,89999,CORNELIUS00000000A,557083,
Gonzales,Ruben,90000,GONZALES00000000A,569941,
Perkens,Andre,90001,PERKENS00000000A,564424,
Gollehon,Christopher,90002,GOLLEHON19700513A,448433,
Burr,Jeff,90003,BURR00000000A,556281,
Nordstrom,Carl,90004,NORDSTROM19651106A,463876,
Hicks,Anthony,90005,HICKS19671116A,458767,
Pfeffer,Kurt,90006,PFEFFER19690206A,442405,
Ostopowicz,Richard,90007,OSTOPOWIC19671020B,464503,
Polewski,Stephen,90008,POLEWSKI19681118A,436935,
Brockell,Mark,90009,BROCKELL19660414A,458781,
Cornist,Kim,90010,CORNIST19681212A,458772,
Johnson,Cisco,90011,JOHNSON19650924A,472731,
Parrish,Kevin,90012,PARRISH00000000A,564253,
Abernathy,William,90013,ABERNATHY00000000A,554460,
Joseph,Jeff,90014,JOSEPH00000000A,560740,
Trochim,Scott,90015,TROCHIM19660204A,442601,
Taylor,David,90016,TAYLOR19670707A,469980,
Dunkel,Keith,90017,DUNKEL00000000A,558029,
Keitges,Jeffrey,90018,KEITGES19671031B,469893,
Bliven,Wesley,90019,BLIVEN19660216A,446981,
Mershon,Brian,90020,MERSHON19631206A,463183,
McCoy,Brent,90021,MCCOY19660828B,447028,
Bush,Eric,90022,BUSH19690707A,449936,
